,News
6772,"URL issues daily trading alerts , step by step trading plan for $ aapl $ gild $ bidu $ nflx $ baba $ gpro $ tsla $ feye $ fb $ celg"
6774,cramer's mad money : a different kind of market ( 1/13 / 15 ) URL $ aapl apple $ amzn $ kbh $ tsla $ flex $ halo $ tlt $ celg $ dis
6776,"rt AT_USER pop quiz ! cramerica - which stock is already up more than 15 % in 2015 - $ aapl , $ espr , $ pnra or $ bby ? cramersquiz http …"
6782,best trade : $ aapl ; $ goog $ tsla $ yhoo $ lnkd i review them at URL
6791,rt AT_USER sony xperia z4 passes through japanese certification authorities - URL … technews $ sne $ aapl $ ssnlf …
6795,$ aapl $ amzn $ baba $ bidu $ celg $ cmg $ fb $ feye $ fslr $ gild $ gld $ gmcr $ goog $ googl $ gs $ iwm $ jpm $ ko $ lnkd $ lvs $ ma
6796,i told AT_USER when $ aapl was at 113 there was going to be a lot of unhappy buyers when it pulls back to 105 . watch your chart .
6809,$ aapl possible lower gap filling URL
6810,platinum penny stoc picks gained over 700 % in one month ! subscribe today : URL $ aapl $ bac $ cbis
6816,"apple suppliers tsmc , foxconn announce record dec revenue as iphone sales soar - $ aapl mobile URL"
6820,analyst says apple inc . wants to release an ipad stylus to enhance ipad pro $ aapl apple URL
6823,platinum penny stock picks gained over 700 % in one month ! subscribe today : URL $ aapl $ bac $ cbis
6835,"i don't see $ aapl with a 9 handle in the near future unless the whole market goes down . innovation , cash , pricing power - triple threat"
6836,$ aapl apple reminds developers of ios 64 - bit requirement URL AT_USER
6860,"$ vlo news : "" active puts @ cboe : $ aapl 1/23 / 15 110 $ mcp june 0.50 $ amd feb 2.5 … "" URL board view : URL"
6861,"rt $ baba still trading 122 bpts above its f / v , p / t 101.00 $ goog $ fb $ amzn $ tsla $ nflx $ bidu $ gpro $ aapl $ qqq hft"
6862,"tons of $ aapl large call buy trades where detected tue , and all during the week see AT_USER good confirmation of the start cd leg"
6863,AT_USER $ aapl is reporting earnings for q1 2015 on 01/27 / 15 – URL
6864,"rt $ baba still trading 130 bpts above its f / v , p / t 101.00 $ goog $ fb $ amzn $ tsla $ nflx $ bidu $ gpro $ aapl $ qqq hft"
6868,"rt $ baba still trading 114 bpts above its f / v , p / t 101.00 $ goog $ fb $ amzn $ tsla $ nflx $ bidu $ gpro $ aapl $ qqq hft"
6870,"rt $ baba still trading 107 bpts above its f / v , p / t 101.00 $ goog $ fb $ amzn $ tsla $ nflx $ bidu $ gpro $ aapl $ qqq hft"
6876,"rt $ baba still trading 95 bpts above its f / v , p / t 101.00 $ goog $ fb $ amzn $ tsla $ nflx $ bidu $ gpro $ aapl $ qqq hft"
6881,AT_USER you would have been better off just holding and going on vacation . $ aapl etc .
6887,"rt $ baba still trading 118 bpts above its f / v , p / t 101.00 $ goog $ fb $ amzn $ tsla $ nflx $ bidu $ gpro $ aapl $ qqq hft"
6888,"rt $ baba still trading 115 bpts above its f / v , p / t 101.00 $ goog $ fb $ amzn $ tsla $ nflx $ bidu $ gpro $ aapl $ qqq hft"
6889,$ aapl this may be the last week for a while mm's can pin this down .
6892,apple and instagram are stomping out marijuana ... but should they ? $ aapl $ fb URL via AT_USER
6896,top 5 stocks of 2015 free hd video ! ! ! $ googl $ aapl $ tsla $ ssys $ vxx $ vix $ spy $ spx stocks URL URL
6905,rt AT_USER earnings calendar $ msft $ cat $ amgn $ aapl $ yhoo $ fb $ lvs $ alxn $ ba $ baba $ celg $ amzn $ brcm $ deck $ v $ wynn $ ma URL
6916,"the day before $ aapl earnings always feels charged with excitement , just like christmas eve ."
6927,"increible : apple vendió 34.000 iphones cada hora , 24 horas al día , cada día del trimestre via AT_USER URL $ aapl"
6944,starting now - - livestream of apple financial results - q1 fy2015 $ aapl URL
6950,"sell $ aapl 109.13 , sell $ adbe 71.28 , short $ adsk 56.15 , short $ amat 23.57 . more stock tips & details at : URL"
6959,"rt AT_USER but , but ... what comes after the apple watch ? possibly , this : URL $ aapl URL"
6978,$ aapl if estimates of 2.61 ish happen expecting the stock to sell off .
6982,"rt AT_USER apple's quarterly iphone sales , in one graphic . $ aapl appleearnings URL"
6984,rt AT_USER imagine if $ aapl misses . havoc . haha . i just want to see market reaction . not surprised if they do .
6985,rt AT_USER just told AT_USER i was bullish on $ aapl . look resembled what i imagine it would be like if i took his first born ! …
6986,apple in new security concessions to beijing $ aapl aapl URL
6992,apple $ aapl is up roughly 15 % since introducing the iphone 6 on sept . 9 . what to expect from earnings results : URL
7015,rt AT_USER join AT_USER & i at 07:50 on URL looking at $ aapl $ yhoo last night $ fb today & what else is in …
7017,AT_USER $ aapl has don't well be selling more and more products to new customers while landing new = explosive growth -
7025,"AT_USER $ aapl have a position from 110 ' s and will be taking 70 % off the table or so very soon . "" why ? this thing will get to $ 150 eoy"
7048,"rt AT_USER $ aapl mkt cap in dec 2000 , 3 yrs after jobs's return : ~ $ 5 bln . cash on balance sheet then : ~ $ 3.8 bln URL"
7062,rt AT_USER * breaking : apple to buy boko haram for $ 3.2 billion $ aapl URL
7072,$ aapl trade setups - $ aapl $ djia $ compq $ spx $ amzn $ baba $ bidu $ cat $ fas $ fb $ googl $ gpro $ hal $ nflx $ tsla $ twtr - URL
7102,rt AT_USER stocks moving higher with $ aapl earnings : $ avgo $ crus $ qrvo $ swks
7110,"$ lexg last price updated wednesday , january 28 , 2015 4:42 : 54 pm $ uamm $ aapl $ ecig $ azfl URL"
7112,yessa ! ! ! “ AT_USER apple plans to start shipping apple watch in april : URL $ aapl URL
7115,"rt AT_USER in the past 90 days , $ aapl sold ~ $ 575,617 worth of iphones per minute . ( via AT_USER URL"
7123,rt AT_USER more on why managers hate agile AT_USER URL stoos scrum scrumalliance innovation $ aapl creative …
7125,rt AT_USER the big question about apple now : how fast can it grow and for how long ? URL $ aapl URL
7134,rt AT_USER $ aapl pt's 123 ➜ 130 - bmo 120 ➜ 124 - jefferies 102 ➜ 110 - deutsche 125 ➜ 140 - evercore 113 ➜ 115 - cowen 140 ➜ 150 - barclay …
7162,"just when i win on $ amzn , i lose on $ fb and $ aapl . how depressing ."
7163,AT_USER only when $ aapl is down 50 % from aths will it's extraordinary profits be seen as fruits of a global mania URL
7175,i can say that $ aapl is into narcotics business . igadgets can now essentially be classified as narcotics .
7187,rt AT_USER my video URL stock mkt analysis 1/30 / 15 $ spy $ qqq $ xlf $ aapl $ iwm $ amzn $ googl $ gld $ baba
7193,$ aapl max pain = 113.00 . maturity = 02/06 / 2015 . previous close = 117.16 . URL
7203,nifty snap shot analysis for 2.2 . 15 onwards $ aapl stockmarket stocks : check on the blog URL URL
7221,"$ aapl electric car , inc . showed up in today's granted patents URL apple feedly"
7224,"tax rt AT_USER no he podido entender porque apple $ aapl con ese nivel de caja absurdo , se pone a emitir deuda"
7230,$ aapl  key reversal to negate the key reversal . flipped the midpoint for clarity until next bar . dt ? 1.5 / 1 buyers URL
7246,rt AT_USER apple to release music streaming service that will be cheaper than spotify URL ( via AT_USER $ aapl
7251,"rt AT_USER apple breakout above 119.95 , no resistance in area just above . target : 125.9 , 4.7 % stop : 118.34 p / l ratio : 3.2 $ aapl URL"
7253,toptickertweets $ gild $ aapl $ uso $ spy $ twtr $ dis $ gm $ odp $ usd $ spls sentiquant 2015020 4 10:00 : 30:794
7256,rt AT_USER t3 live daily recap : let it go URL $ spx $ spy $ iwm $ qqq $ uso $ nflx $ googl $ aapl $ twtr $ yelp $ cmg
7259,"$ sltd investor opinions updated wednesday , february 4 , 2015 9:11 : 37 pm $ aapl $ gs $ sltd $ fnma URL"
7262,AT_USER just a few $ aapl calls nothing to exciting yet
7266,well it's about time ! $ aapl rumored to launch a tv service . let the games begin ! ! URL URL
7273,"rt $ aapl algos breaking daily lows in sigma-x , crossfinder , ats , lx , p / t 117.00 quant $ goog $ baba $ fb $ nflx $ gpro $ tsla $ qqq hft"
7290,"ipad sales are going to get demolished this year , says the world's most accurate apple analyst : URL $ aapl $ goog $ pcln $ k"
7300,$ aapl claytrader : * * $ aapl video chart 02-06- 15 * * : claytrader URL
7301,"rt AT_USER latest quarter sales , yoy growth : $ twtr $ 479m 97 % $ fb $ 3.9 b 49 % $ lnkd $ 643m 44 % $ aapl $ 74.6 b 30 % $ amzn $ 29.3 b 15 % $ goog …"
7306,rt AT_USER sling tv opens early access and reveals pricing for extra channel packages URL cultofmac $ aapl URL
7310,new apple video shows how artists can make music with ipad in radical … URL idownloadblog $ aapl URL
7340,rt AT_USER solar is adding jobs 10 times faster than the overall economy URL $ aapl URL
7348,fwiw i am trading $ aapl w 120 calls long on new hi breakout ( late tweet )
7354,"rt AT_USER bon , c'est fait , question market cap $ aapl = $ goog + $ msft ( 705mds $ )"
7361,"rt AT_USER AT_USER great AT_USER interview ! $ xon & cancer partner $ ziop could be early $ aapl & "" stock of the decade "" URL"
7382,rt AT_USER can apple hit a market cap of $ 1 trillion ? $ aapl URL AT_USER URL
7387,"50,600 % : how much apple ’ s market value has risen since its 1980 initial public offering . URL ( via AT_USER $ aapl"
7388,rt AT_USER ' AT_USER is having a good week / year / lifetime $ aapl ( via AT_USER URL
7396,toptickertweets $ aapl $ qqq $ spy $ ung $ tsla $ bldp $ pep $ ugaz $ plug $ rad sentiquant 2015021 1 10:00 : 33:285
7400,is apple inc . ( $ aapl ) heading for a $ 1 trillion market cap ? - insider monkey URL via AT_USER
7403,"apple ( $ aapl ) is spending $ 850 million on its newest "" green "" project for it's headquarters !"
7423,"rt AT_USER apple ’ s share price has risen 23,639 % from its first trading day : URL $ aapl URL"
7424,"$ rsx news updated tuesday , february 10 , 2015 8: 07:21 pm $ gld $ ea $ aapl $ iyr URL"
7434,rt AT_USER $ aapl would need to rise just 5 % a year for the next 7 years to become a trillion-dollar market cap stock
7448,"$ aapl news : "" apple watch asps : poll reveals a hint $ aapl apple … "" URL board view : URL"
7450,"rt AT_USER when you're ready to make winning stock options trades , come see us . $ goog $ aapl $ spy $ qqq URL URL"
7461,logging into option millionaires live chat now ! URL $ goog $ aapl $ vix stocks daytraders URL
7463,stocks trending now : URL $ any $ enip $ ntek $ vizc $ any $ plkd $ hbrm $ aapl $ dscr $ mtvx $ lusi $ enrt ~
7464,AT_USER AT_USER AT_USER AT_USER going to be some interesting 13d / f = $ jnj $ axp $ twtr $ fb $ aapl ? ? ?
7472,"$ aapl stock message board updated thursday , february 12 , 2015 5:41 : 25 pm $ enrt $ thcz $ vois $ plkd URL"
7476,apple spaceship campus to have 300 charging stations to encourage the use of electric cars . $ aapl URL
7486,"$ aapl $ aol : stock analysts ' price target changes for february , 12th ( aapl ... : URL"
7495,rt AT_USER charts say tech etf rally is on the way URL etfs technology bullish $ aapl $ xlk
7499,"rt AT_USER smartwatches , cyanogen / android , carrier subsidies , iot ( podcast ) URL $ aapl apple $ sne $ ssnlf $ qcom $ g …"
7505,rt AT_USER “ AT_USER apples secret university $ aapl URL AT_USER agree the need to have shared …
7515,"AT_USER $ aapl your tweet has been featured on the newest market analytics app , market parse , for iphone . URL"
7516,$ aapl oi for maturity 02/13 / 2015 . 105.00 highest put . 121.00 highest call . URL
7518,rt AT_USER $ aapl apple stock news : china bought more iphones than us in 2014 URL
7521,highest call to put ratio scan URL $ coo $ skyw $ wlk $ hos $ cern $ mur $ dds $ ftk $ nsm $ abc $ aapl $ spy $ qqq $ dd & more
7525,apple ’ s expanding ‘ appleverse ’ will lure you in URL $ aapl stocks sp500 nasdaq markets tech URL
7528,follow me into live stock chat ! $ goog $ pcln $ twtr $ fb $ aapl $ ebay $ gm $ dust $ baba URL URL
7541,"rt AT_USER more cyber surges , genomics etf jumps , agribusiness etf rebounds , $ aapl into another etf $ hack $ arkg $ moo $ kemp $ valx URL"
7544,monitor your watchlist of assets for tweets - us tech giants URL $ aapl $ goog $ msft $ fb $ twtr
7556,rt AT_USER volume leaders : $ cybr $ feye $ brcm $ mo $ aria $ csco $ c $ cmcsa $ dow $ fsl $ aapl $ msft $ grpn $ ma $ vfc URL
7560,"rt AT_USER $ aapl at another new high and AT_USER says he'd buy it . "" smart money is in apple . "" AT_USER"
7563,toptickertweets $ aapl $ spy $ gene $ uso $ gpro $ ibio $ vdsi $ tsla $ spx $ kndi sentiquant 2015021 7 16:00 : 08:692
7564,rt AT_USER what exactly is an apple watch for ? $ aapl URL URL
7567,catch a winner in live chat $ goog $ pcln $ twtr $ fb $ aapl $ ebay $ gm $ dust $ baba URL URL
7570,$ aapl wants 130
7572,commented on stocktwits : $ f is it technical resistance or is it the $ gm $ aapl europe news should be positive URL
7575,$ yelp $ twtr $ aapl be sure to upgrade your stock twits app check here URL
7582,"rt AT_USER apple up +16.6 % ytd up 7 consecutive days , 11 of last 12 all-time high , overbought $ aapl $ qqq $ xlk iphone 6 applepay ht …"
7591,tracking george soros ' portfolio - q4 2014 update URL $ aal $ aapl $ abbv $ act $ agn $ agro $ aig $ alle $ ally $ baba $ bidu
7595,rt AT_USER good piece by AT_USER in AT_USER re $ aapl URL many analysts still missing it . aapl cur …
7628,$ aapl : apple's ( nasdaq : aapl ) iphone business is stronger than ever ... : URL
7637,"um , to offset falling growth in ipad , iphone ? “ AT_USER what exactly is an apple watch for ? URL $ aapl URL"
7642,rt AT_USER apple is now worth at least double any other publicly traded u . s . company : URL $ aapl
7644,"rt AT_USER 1/5 : at almost $ 770 billion , $ aapl's market cap is greater than the entire gdp of saudi arabia , switzerland and argentina ."
7653,$ aapl tweerkin higher URL
7674,s & p100 stocks trend $ unh $ rtn $ lmt $ ebay $ abt $ ma $ aapl $ f $ utx $ fb $ cl $ mdt $ bmy $ mo $ biib $ low $ usd $ amzn @ URL
7685,"$ suti stock message board updated tuesday , february 24 , 2015 2:45 : 34 pm $ smaa $ bysd $ aapl $ vper URL"
7689,rt AT_USER sold my $ aapl today into the $ 130 breakthrough . twas a fun ride .
7699,rt AT_USER option volume leaders @ cboe : $ aapl $ rig $ hpq $ tsla $ c $ ko $ hd $ twtr $ bac
7700,$ aapl on the decline . i'm out at $ 132 URL
7711,rt AT_USER from iphone to icar : how apple can take over the auto industry $ aapl URL URL
7726,rt AT_USER apple wave analysis : aapl heading into major price target zone URL by AT_USER | $ aapl
7737,rt AT_USER japan raids pension funds to goose markets : $ ewj $ aapl $ spy centralbankmanipulation - - URL URL
7738,rt AT_USER new post : stock market recap 02/25 / 15 { video } URL $ aapl $ arun $ bbry $ ll $ uvxy
7741,apple's rumored move 2wards producing its own ev by 2020 may be the 1st sign that $ aapl has “ jumped the shark . ” URL
7751,rt AT_USER car tech stocks are revving and one just beat q4 analyst views URL $ mbly $ avgo $ nxpi $ aapl URL
7754,rt AT_USER here comes the watch . apple sends invite out to press for march 9th . $ aapl
7772,$ aapl - wall street breakfast : greek bailout extension clears german hurdle URL
7773,my $ lnkd connections include . AT_USER . AT_USER . AT_USER AT_USER ... connect with me @ URL $ aapl $ goog
7774,apple said it will hold a “ special event ” on march 9 that is likely to be a coming-out party for apple watch . URL $ aapl
7783,"sopio , icetris , fontlab , and more apps to check out this weekend URL idownloadblog $ aapl URL"
7785,rt AT_USER $ tlt $ ibb $ gpro $ ma tuesday morning market video – $ spy $ hd $ googl $ aapl $ qqq $ iwm $ hpq $ sam $ wbmd URL
7799,$ aapl : apple inc . ( aapl ) ' s china expansion results in opening of store in ... : URL
7809,p / e $ tsla $ amzn - $ nxpi 46 p / e $ nflx 111 p / e $ fb 71 p / e $ goog 27 p / e $ aapl 17 p / e
7819,where are all the shorts ( the end is near ) traders today ? nasdaq 5000 $ qqq $ ibb $ aapl
7829,"feb . 2015 , a long island man is recovering from 3rd - degree burns after his iphone 6plus exploded $ aapl URL AT_USER"
