,News
985,"$ aapl : apple stumbles as hacking , samsung-oculus deal cloud iwatch launch"
986,apple's rivals hope its iwatch makes ' wearable ' work URL ( but will you wear it ? ) $ aapl URL
987,"rt AT_USER what to expect at apple iphone 6 event URL = > tuesday , september 9 $ aapl URL"
988,"apple to add security alerts for icloud users , ceo says URL vía AT_USER $ aapl"
989,here ’ s your $ aapl vs $ spy chart breaking its uptrend line on a bearish momentum divergence … URL
990,really interesting article ! ! $ fb $ aapl $ goog $ tsla $ gpro weekend charts : rally myth busters URL via AT_USER
991,"5.5 "" ' iphone 6 ' said to launch in limited quantities on sept . 19 alongside 4.7 "" model $ aapl aapl URL"
992,rt AT_USER $ aapl apple : todo lo que tienes que saber del lanzamiento . URL URL
993,all eyes are on $ aapl and its new product launches today . there ’ s really only one thing that will drive apple ’ ... URL
994,"if $ aapl fixes the size and the battery problem , a huge replacement cycle will start early . otherwise , much less . ( forget the iwatch , imo ) ."
995,$ aapl up 2 % on more than 2x normal volume on news of new phablets . macd crossed both zero and the signal line intraday .
996,a lot of activity in $ aapl weekly options 104 and 107 .
997,"valuation supports apple shares heading into iphone unveiling , analysts say : URL $ aapl beirut lebanon"
998,rt AT_USER hey AT_USER hope u got some $ aapl calls . if they come out with more products than expected it could rip threw $ 105 …
999,rt AT_USER this was apple's first iwatch : URL appleevent $ aapl URL
1000,rt AT_USER this was apple's first iwatch : URL appleevent $ aapl URL
1001,rt AT_USER this was apple's first iwatch : URL appleevent $ aapl URL
1002,rt AT_USER this was apple's first iwatch : URL appleevent $ aapl URL
1003,rt AT_USER this was apple's first iwatch : URL appleevent $ aapl URL
1004,"AT_USER wow - 1 in 20 have diabetes now , will be 1 in 10 by 2035 . that's why i think $ aapl will see as major opportunity ."
1005,"rt AT_USER lots of celebs showing up , including the original apple evangelist AT_USER $ aapl URL"
1006,AT_USER carlicahn to trish regan : i've been adding to my $ aapl position . where else can you get a growth company at 10x earnings ?
1007,rt AT_USER . AT_USER to me on $ aapl : i've been adding to my $ aapl position . where else can you get a growth company at 10x ear …
1008,$ aapl shares just went negative . s & p down slightly .
1009,rt AT_USER will apple's medical data be safe ? URL healthkit apple mhealth medtech $ aapl URL
1010,rt AT_USER así se ha comportado la cotización de apple en los últimos años después de presentar sus últimos terminales $ aapl http …
1011,"rt AT_USER piper's out with the 1st apple reax . applepay "" the star of the show "" ( via AT_USER $ aapl URL"
1012,rt AT_USER ist die applewatch nicht genug ? die aktie gibt ihre gewinne ab und dreht ins minus . $ aapl URL appl …
1013,commented on stocktwits : i'm sure there is a $ ng_f warm front coming thru n this is a one-off event like $ aapl ... URL
1014,rt AT_USER one more thing . $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aapl $ aa …
1015,"iphone 6 : apple and mayo clinic partnership could be smart medicine "" URL via AT_USER $ aapl"
1016,"today's market : tech , organic food and banking in the news URL $ aapl apple $ baba $ bbt $ bkyf $ gis $ hain $ wwav"
1017,rt AT_USER $ aapl пизданулся сразу на доллар . айинвесторы негодуэ !
1018,pulse electronics shares spike higher ; note being passed around mentions ... $ aapl $ nxpi $ puls URL via AT_USER
1019,"$ aapl watch & pay : what they could mean for airports , airlines & passenger experience URL < 2.0 will be embedded on skin"
1020,imagine how the critics would react if $ msft put out that $ aapl watch .
1021,AT_USER yo $ aapl above $ 100.84 here ... trying to tae out $ 104
1022,"apple watch went through millions of versions to satisfy users at large , says jony ive .. URL $ aapl tech stocks"
1023,rt AT_USER i'm not leaving until i hear about appletv . $ aapl
1024,$ aapl down graded by pacific crest - there will be more stockpicks stockstowatch URL URL
1025,how's the ole ' $ aapl position holding up AT_USER ?
1026,how apple inc . ' s watch unveiling is a great example of selling the news $ aapl via AT_USER URL
1027,"rt AT_USER u2 - - our new album is free for you , but we're getting paid : URL u2 apple $ aapl musicthinking"
1028,apple delivered in a generational way : URL $ aapl via AT_USER AT_USER
1029,rt AT_USER a report card for investors on yesterday's apple launch : URL $ aapl
1030,investing news 9/11 $ five $ pay $ aapl $ orex five pay aapl orex URL
1031,imagine the impact if $ aapl was to license the payment system out to all other manufacturers . would be something ! profitable too i'm sure .
1032,$ rdnt chart looks ready for new 6 year highs . make sure to follow the trend here : URL $ aapl $ mitk $ rada $ z $ tan $ s $ twtr
1033,$ gs updated chart $ spy $ ulta $ aapl $ qqq $ pcln $ goog $ tsla URL
1034,"rip : the apple ipod , 2001-2014 .. URL $ aapl tech stocks"
1035,"rt AT_USER friday follies - gop saves the kleptocracy , will that give us new highs ? $ spy $ dia $ qqq $ aapl $ ewg iphone 6plus - - htt …"
1036,techrewind : apple ’ s iphone 6 plus already sold out URL via AT_USER $ aapl
1037,bullishness in $ aapl dropped 72.7 % compared to past 48hr bullish average of 1.73 on a scale of 0-4
1038,rt AT_USER rumor : google inc to buy 40 % stake in ebay inc at $ 68 / share $ aapl $ amzn $ ebay URL via AT_USER
1039,"AT_USER $ aapl should be in the dow , great point today on fm . i added more shares today ."
1040,report : apple ’ s timing of ‘ apple pay ’ and nfc capabilities ‘ brilliant ’ $ aapl aapl URL
1041,"iphone 6 plus pre-orders sold out , smaller iphone 6 still shipping on schedule URL $ aapl , $ t , $ vz , $ s"
1042,"this article from 2010 sums up $ lqmt today - even the idea $ aapl would never call it out but rather "" better iphone "" URL"
1043,"rt AT_USER AT_USER oh sure , for years people have bugged $ aapl about greater transparency . and now that they've delivered , complain complai …"
1044,"rt AT_USER active puts @ cboe ; $ aapl 8/ 29/14 102 , sep 104 & nov 110 $ rsh sep & oct 1"
1045,that last quote is from AT_USER ' s colum for bloomberg view : has apple lost china ? URL via AT_USER $ aapl china iphone
1046,$ etak pm activity . continued sub 1 play theme : validsoft securitization of the mobile wallet . $ aapl is launching their wallet in oct .
1047,"trade - - $ aapl : enter long at 100.24 , date = 9/16 / 2014 , time = 10:11 : 53:0"
1048,"AT_USER $ aapl as i can see lots of expectations .. take jan leaps prolly "" jan 2015 ? jan 2016 ? or jan 2017 ?"
1049,"y ahora he comprado $ aapl a 100,10 $ con stop en 99,70 y objetivo cerrar el hueco de ayer.tarde completita"
1050,"is $ aapl in the midst of another super-cycle ? happened with the ipod , then the iphone , and the ipad . my target price is set at $ 123 ."
1051,$ aapl has 17 analyst ratings in the last 7 days . median target : $ 110 . view here : URL aapl
1052,"rt $ aapl algos erased today's all gains , in negative territory , p / t 99.20 $ lnkd $ pcln $ bidu $ goog $ fb $ twtr $ tsla $ amzn $ bbry $ nflx $ qqq"
1053,AT_USER ahhhh ... understood . be careful being long $ aapl here / now .
1054,"investors , trading . $ tsla , $ fb , $ aapl , $ tsla sentiment calm after hours ."
1055,solid ta $ aapl $ amzn courtesy AT_USER | via AT_USER - link : URL cc : AT_USER URL
1056,"rt AT_USER $ aapl next apple press event targeted for mid - to late october , source says URL AT_USER"
1057,what we know about apple's healthkit .. URL $ aapl tech stocks
1058,URL $ aapl is serious about privacy in ios 8 . nsa take that . could be selling feature .
1059,$ aapl red on product launch day
1060,rt AT_USER streets are a mess in $ aapl line including bags of feces . security presence is higher .
1061,看到同事们都在聊 $ baba $ bidu $ goog $ aapl $ amzn 我默默地关掉了窗口 …
1062,"$ aapl after apple's record setting launch , analysts predict iphone 6 will win over android switchers ... URL"
1063,apple iphone 6 and iphone 6 plus selling in u . s . stores and could break opening weekend record $ aapl aapl URL
1064,rt AT_USER blackberry undercuts apple and samsung prices with new passport model URL $ bbry $ aapl cdntech
1065,AT_USER nsa than $ aapl for its cooperation .
1066,AT_USER $ aapl i said last week this was going to happen.kids bend an iphone 6 plus in apple store URL $ bbry
1067,update 2 - eu watchdog to give detail on apple and fiat tax investigations . $ aapl . URL
1068,"rt AT_USER apple's iphone 6 a8 gpu destroys galaxy s5 , htc one m8 , moto x & nexus 5 / w fewer , slower cores & much less ram $ aapl URL"
1069,"rt AT_USER apple's iphone 6 a8 gpu destroys galaxy s5 , htc one m8 , moto x & nexus 5 / w fewer , slower cores & much less ram $ aapl URL"
1070,"rt AT_USER apple's iphone 6 a8 gpu destroys galaxy s5 , htc one m8 , moto x & nexus 5 / w fewer , slower cores & much less ram $ aapl URL"
1071,rt AT_USER bill and chuck's incredible journey - apple's blowout launch weekend revisited URL $ aapl apple
1072,"t3 live daily recap end of the quarter , whats next ? URL $ baba $ cybr $ loco $ gpro $ mbly $ aapl $ fb $ twtr $ nflx $ lnkd $ tsla"
1073,apple downgraded by deutsche bank to hold . URL $ aapl aapl
1074,$ aapl steve dowling takes over as interim apple pr head URL AT_USER
1075,AT_USER nice late day rally in $ aapl .
1076,market correction wont be done until there is some real selling in stocks like $ aapl and $ cmg
1077,rt AT_USER apple - fibonacci technicals levels - intraday update - $ aapl aapl URL
1078,eu closes telecoms investigation but remains vigilant URL $ ora $ dte $ tef $ aapl $ googl $ nflx
1079,"AT_USER curious what's her AT_USER ? deutsche bank downgrades $ aapl for "" no catalyst"
1080,rt AT_USER next $ aapl level $ 102 like db said ? ! ;) then we'll wait for upgrade :)
1081,monitor your watchlist of assets for tweets - us tech giants URL $ msft $ twtr $ aapl $ fb $ goog
1082,rt AT_USER $ hhse we are going to provide continuous coverage until it hits . 10 ! URL $ unis $ dgly $ isns $ aapl $ twtr $ …
1083,apple pay : a semi-monopoly on the real killer app URL $ armh $ ma $ v $ aapl
1084,AT_USER $ aapl temporarily helped by the ppt .
1085,rt AT_USER market and meaning – the week ahead 10/6 / 14 URL $ tsla $ xom $ aapl $ bond $ nflx $ fb $ ebay URL
1086,$ aapl rt AT_USER tmrw we ’ ll be sending an open letter to AT_USER believe it will be interesting .
1087,will apple inc . have any surprises at its october 16 event ? $ aapl URL
1088,"rt AT_USER the quantpost ml option trade design system is here ! real-time analysis of $ gpro , $ googl , $ spy , $ tsla , $ aapl , ... URL"
1089,AT_USER closing box vote app . URL AT_USER AT_USER AT_USER AT_USER AT_USER $ aapl
1090,"carl icahn to send open letter to apple ceo tim cook : "" believe it will be interesting . "" URL via AT_USER $ aapl"
1091,"rt AT_USER mid-week update 10.5 . 14 : $ spy , $ iwm , $ aapl , $ fb , $ twtr , $ googl , $ kors , $ pcln URL"
1092,"AT_USER "" it ’ s true , your honor . we never would have signed that contract with $ aapl if we didn ’ t think they ’ d cut us some slack ."
1093,ceo says $ ibio wil play an important role in ebola zampp technology they will be using has strength just like $ lake $ gbsn $ apt $ tkmr $ aapl
1094,"apple supplier gt to drop sapphire ops , asks bankruptcy plan remain secret .. URL $ aapl tech stocks"
1095,"rt $ tsla algos triggered buy @ 09:31 in sigma-x , crossfinder lts p / t 260.00 $ pcln $ bidu $ goog $ fb $ twtr $ amzn $ bbry $ aapl $ nflx $ qqq hft"
1096,oy : apple watch to make editorial debut in vogue china via AT_USER $ aapl oywatch wearables URL
1097,"1 . $ aapl proving that being long the biggest market cap liquidity in the world is still a "" safe "" place to hide"
1098,AT_USER come see what top traders are saying about $ aapl post your picks and climb the leaderboard ! URL
1099,apple's supplier contracts include $ 50m penalty for leaking future product info $ aapl aapl URL
1100,"rt AT_USER one analyst predicts google , not apple , will be the first $ 1 trillion company by market cap : URL $ goog $ aapl"
1101,"rt AT_USER one analyst predicts google , not apple , will be the first $ 1 trillion company by market cap : URL $ goog $ aapl"
1102,"rt AT_USER one analyst predicts google , not apple , will be the first $ 1 trillion company by market cap : URL $ goog $ aapl"
1103,"rt AT_USER one analyst predicts google , not apple , will be the first $ 1 trillion company by market cap : URL $ goog $ aapl"
1104,"rt AT_USER one analyst predicts google , not apple , will be the first $ 1 trillion company by market cap : URL $ goog $ aapl"
1105,AT_USER $ aapl is reporting earnings for q4 2014 on 10/20 / 14 – URL
1106,"rt $ qqq algos broke 91.70 level , p / t 90.00 $ msft $ pcln $ goog $ fb $ twtr $ tsla $ amzn $ gpro $ aapl $ nflx hft"
1107,"rt AT_USER top stock lookups on URL ysty : $ aapl , $ nflx , $ bac , $ fb , $ spy , $ baba , $ intc , $ c , $ ge , $ tsla , $ vix , $ twtr , $ …"
1108,rt AT_USER 5 things we learned from the apple event : URL $ aapl URL
1109,"rt AT_USER apple likely to unveil new ipads , mac system , at thursday event URL $ aapl URL"
1110,should i buy an ipad mini or a hazmat suit ? $ aapl or $ lake
1111,$ aapl 24 - oct - 14 98 straddle 3477 @ 4.3 nbbo 4.30- 4.32
1112,free demo on our new options web apps URL $ tsla $ aapl $ nflx $ gs $ hpq $ z
1113,"next week , 127 $ spx companies are scheduled to report for q3 . 12 will report monday , including : $ ibm , $ aapl , $ cmg , and $ txn spxearnings"
1114,auto trade stats updated URL $ baba $ twtr $ lnkd $ fb $ aapl $ nflx investors nasdaq ask for 2 weeks trial for autotrading
1115,"rt AT_USER apple earnings preview reports monday , after market close ! URL $ aapl URL"
1116,rt AT_USER here's a list of the 50 largest companies set to report earnings next week : URL $ aapl $ ibm $ amzn $ yh …
1117,rt AT_USER aapl killed it “ AT_USER apple $ aapl q4 earnings are out URL
1118,commented on stocktwits : i'm not sure where you are getting your info from . $ aapl URL URL
1119,"for got to include link : $ aapl a 1 minute chart with blue arrow identifiers you can open with thinkorswim "" URL"
1120,"$ axp $ aapl apple pay "" card "" allows you to see last few transactions by tapping the card image ."
1121,"added 2 $ aapl nov 14 $ 103 call @ 1.58 , $ 316 additional prem to posn for ah earnings ."
1122,"rt AT_USER alert : greenlight's david einhorn will be on AT_USER on tuesday . what does he think of $ mu , $ aapl and the sto …"
1123,rt : apple's blow-out earnings : what the analysts are saying URL / search ? q = $ aapl & src = ctag URL
1124,rt AT_USER some earnings $ ibm $ aapl $ cmg $ mcd $ cree $ vmw $ yhoo $ biib $ nxpi $ now $ yelp $ dnkn $ ua $ amzn $ deck $ msft $ p $ ups URL
1125,AT_USER AT_USER AT_USER AT_USER $ aapl above 103 gets shorts to cover up . on $ spy n $ aapl .
1126,rt AT_USER could apple's shares be reaching their peak ? this lone bear thinks so : URL $ aapl URL
1127,"rt AT_USER miss it asia ? closing bell happyhour 10/21 $ djia up $ aapl apple up $ ko coca-cola fizzles , harley-davidson $ hog roars …"
1128,rt AT_USER what will $ aapl pay mean for retailers & consumers ? AT_USER marc freed-finnegan breaks it down on AT_USER ht …
1129,rt AT_USER carl icahn talks with bloomberg at robin hood conference [ full transcript ] URL $ aapl $ ebay
1130,$ unh shares click here : URL also see : $ abbv $ cmrx $ aapl $ clf ~
1131,$ hpnn bid click here : URL also see : $ aapl $ sh $ smh $ mnst ~
1132,rt AT_USER $ aapl received a new alert . find out why at URL stocks daytrading trading mkt nyse nasdaq ma …
1133,rt AT_USER alert : dow jones reports apple's itunes music sales are down more than 13 % this year . • $ aapl
1134,trading mentorship and analysis only @ equity sense URL deals $ aapl $ tsla $ baba $ gpro $ eurusd $ es_f
1135,rt AT_USER retirement strategy : sometimes it's easy to put cash to work URL $ aapl apple $ cvx $ ge $ jnj $ ko $ mcd $ …
1136,"rt AT_USER buy apple and sell google , says AT_USER $ aapl $ goog URL"
1137,"AT_USER $ msft sold 9.3 m nokia smartphones ( i mean lumia ) $ bbry sold 2.1 m $ aapl sold 39.3 m . are those sales # are weekly , monthly , qt ?"
1138,4 cent positive tilt on $ aapl  indecision bar . signs of exhaustion or retest of dashed midpoint ? 1.61 / 1buyers URL
1139,rt AT_USER $ poil : buy : 0.01 - 0.02 sell : 0.06 - 0.10 up to 800 % gain potential $ siri $ ibio $ myec $ spy $ aapl $ baba URL
1140,rt AT_USER $ poil : buy : 0.01 - 0.02 sell : 0.06 - 0.10 up to 800 % gain potential $ siri $ ibio $ myec $ spy $ aapl $ baba URL
1141,rt AT_USER $ poil : buy : 0.01 - 0.02 sell : 0.06 - 0.10 up to 800 % gain potential $ siri $ ibio $ myec $ spy $ aapl $ baba URL
1142,rt AT_USER $ poil : buy : 0.01 - 0.02 sell : 0.06 - 0.10 up to 800 % gain potential $ siri $ ibio $ myec $ spy $ aapl $ baba URL
